Tag	Group	SR	SR_reverse	g__Streptococcus	g__Moraxella	g__Prevotella	g__Neisseria	g__Veillonella	g__Haemophilus	g__Acinetobacter	g__Providencia	g__Pauljensenia	g__Cutibacterium	g__Sphingomonas	g__Pseudomonas_E	g__Capnocytophaga	g__Granulicatella	g__Haemophilus_D	g__Actinomyces	g__Dolosigranulum	g__Porphyromonas	g__Alloprevotella	g__Rothia	g__Corynebacterium	g__Gemella	g__Moraxella_A	g__Bacillus	g__Leptotrichia_A	g__Lancefieldella	g__Brevundimonas	g__Anaeroglobus	g__Fusobacterium	g__Mesorhizobium	g__Sediminibacterium	g__Ralstonia	g__Campylobacter_A	g__Rahnella	g__Nanosynbacter	g__Abiotrophia	g__Leptotrichia	g__Rhodococcus	g__Microbacterium	g__Staphylococcus	g__Oribacterium	g__Tannerella	g__Lachnoanaerobaculum	g__Methyloversatilis	g__Pseudomonas	g__Acidovorax	g__Diaphorobacter	g__Bosea	g__Buttiauxella	g__Haemophilus_A	g__Centipeda	g__Eikenella	g__JABCPH02	g__F0422	g__Bradyrhizobium	g__Kingella_A	g__Lautropia	g__Tepidimonas	g__Bulleidia	g__Candidatus_Minimicrobia	g__Moryella	g__Treponema	g__Klebsiella	g__Metamycoplasma	g__Gulosibacter	g__Janibacter_A	g__Mogibacterium	g__Escherichia	g__Peptostreptococcus	g__Enterobacter	g__Aquabacterium	g__Arachnia	g__Comamonas	g__Cardiobacterium	g__Parvimonas	g__Dermacoccus	g__Pseudoxanthomonas_A	g__Blastomonas	g__Catonella	g__Dysosmobacter	g__Phocaeicola	g__Treponema_B	g__Paracoccus	g__Branchiibius	g__Faecalibacterium	g__Craurococcus	g__Streptomyces	g__Methylobacterium	g__Bacteroides	g__Saccharopolyspora	g__Pseudonocardia	g__Peptidiphaga	g__Stenotrophomonas	g__CAG-266	g__Pantoea	g__Lactobacillus	g__Micrococcus	g__Sphingomonas_N	g__Lactiplantibacillus	g__U87765	g__Ottowia	g__Filifactor	g__Brevibacterium	g__Kocuria	g__Lawsonibacter	g__Campylobacter_B	g__Lawsonella	g__Photobacterium	g__Ligilactobacillus	g__Tropheryma	g__Treponema_D	g__Aggregatibacter	g__Pseudoxanthomonas	g__Mixta	g__Pseudoflavonifractor	g__Brochothrix	g__Scardovia	g__Zoogloea	g__Afipia	g__Moraxella_C	g__Treponema_C	g__Sphingopyxis	g__Candidatus_Nanosynsacchari	g__Solobacterium	g__Kingella_B	g__Mycoplasma	g__Selenomonas	g__Gordonia	g__Nanoperiomorbus	g__Allisonella	g__Latilactobacillus	g__Sphingomicrobium	g__Janibacter	g__Dyella_B	g__Anaerococcus	g__Caulobacter	g__Pelomonas	g__Pseudostreptobacillus	g__Marihabitans	g__Nocardioides	g__Actinomycetospora	g__Brachybacterium	g__Streptobacillus	g__PUIC01	g__Deinococcus	g__Serratia_J	g__Wolbachia	g__CAJPNX01	g__Kluyvera	g__Candidatus_Nanoperiomorbus	g__Hyphomicrobium_C	g__Limosilactobacillus	g__Solicola	g__Rodentibacter	g__Nanosyncoccus	g__Berryella	g__Vibrio	g__Weissella	g__Olsenella_F	g__Campylobacter	g__Noviherbaspirillum_A	g__Dialister	g__Lactococcus_A	g__Friedmanniella	g__Epilithonimonas	g__Curtobacterium	g__Vagococcus	g__Pseudomonas_B	g__Carnobacterium	g__Bifidobacterium	g__Allosphingosinicella	g__Microcella	g__Peptoanaerobacter	g__Isoptericola	g__Thermus	g__Telluria	g__Microvirga	g__Aeromonas	g__Blastococcus	g__Methylophilus	g__Segatella	g__Slackia	g__Pediococcus	g__Duffyella	g__Flavonifractor	g__Kingella	g__Fretibacterium	g__Vagococcus_D	g__Psychrobacter	g__Azospira	g__Lelliottia	g__Microlunatus_A	g__Marmoricola	g__Johnsonella	g__Enterenecus	g__Nocardiopsis	g__Leuconostoc	g__Candidatus_Nitrosocosmicus	g__Pandoraea	g__Methanocorpusculum	g__Intestinimonas	g__Clavibacter	g__Pseudorhodoferax	g__Peptoniphilus	g__Chryseobacterium	g__Thermophilibacter	g__Cryptobacterium	g__Cellulosimicrobium	g__Brevibacillus	g__Olsenella	g__Caldimonas	g__Labrys	g__Mediterraneibacter	g__Mesorhizobium_B	g__Geodermatophilus	g__Jeotgalicoccus	g__Ornithinimicrobium	g__Aureimonas	g__Candidatus_Nanosynbacter	g__Ezakiella	g__Nesterenkonia	g__Thermoactinomyces	g__Bergeyella_A	g__Methylovorus	g__Citrobacter	g__Bacillus_O	g__Hyphomicrobium_B	g__Serratia_A	g__Aliterella	g__Agrobacterium	g__Akkermansia	g__Beutenbergia	g__Acidocella	g__Erwinia	g__Bergeyella	g__VLJP01	g__Enterococcus_B	g__Pseudoroseomonas	g__Morganella	g__Lysobacter_F	g__Cloacibacterium	g__Siphonobacter	g__Jatrophihabitans	g__Pluralibacter	g__Leclercia	g__Tepidiphilus	g__Phenylobacterium	g__Thiobacillus	g__Paenacidovorax	g__Sphingobium	g__Aedoeadaptatus	g__Arsenicibacter	g__Fodinibacter	g__Pseudactinotalea	g__Mycobacterium	g__Anoxybacillus	g__Lacticaseibacillus	g__Agrococcus	g__Arthrobacter	g__Sphingomonas_B	g__Fructilactobacillus	g__Knoellia	g__Shuttleworthia	g__Peptoniphilus_A	g__Finegoldia	g__Azonexus	g__Trinickia	g__Thermoactinomyces_A	g__Thiomonas	g__Planococcus	g__Quadrisphaera	g__Aquipuribacter
B3038	HSC	0.998	0.002	0.130840623	0	0.210049072	0.283070194	0.079741839	0	0	0	0.013174739	0	0	0	0	0.014614892	0.138254747	0.034243653	0	0.02346917	0	0	0	0.046458289	0	0	0	0	0	0	0.006187327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007467463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005813953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006614039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3132	HSC	0.997	0.003	0.008477053	0	0.005323159	0	0	0	0.189941384	0	0.001707719	0.091970646	0.110017077	0.002446191	0	0	0	0.003384667	0	0	0	0	0.015492546	0	0.020754165	0.044923768	0	0	0.055123925	0	0	0.071201095	0.00469238	0.071585717	0	0	0	0	0	0.026061939	0.028323513	0	0	0	0	0	0.002523116	0.016831028	0.015384852	0.038692903	0	0	0	0	0	0	0.029938922	0	0	0.011677103	0	0	0	0	0	0	0.007738581	0.006800105	0	0.004907768	0	0.005477007	0.007707811	0	0.003246204	0	0	0.003630825	0	0	0	0	0.004707765	0	0.002138494	0	0.004015446	0.003123125	0.00573855	0.002353882	0	0.001923107	0.001569255	0	0.002261573	0	0	0	0	0.001769258	0	0	0	0	0	0.002861582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155387	0	0	0	0	0	0	0	0	0.003215434	0	0	0.005584701	0	0.005046231	0	0.00155387	0	0	0.002846198	0	0	0	0.003123125	0	0	0	0	0	0	0.00212311	0	0	0	0	0	0.005815474	0.00209234	0	0	0	0	0.00570778	0	0	0	0	0	0.002876967	0	0	0.00256927	0.002200034	0	0	0	0	0.003723134	0	0	0	0	0	0.001938491	0	0	0	0.002815428	0	0	0	0	0	0	0	0	0	0	0.00206157	0	0	0	0	0	0	0.00158464	0	0.001569255	0	0.00155387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3165	HSC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3576	LSC	0.209	0.791	0.264146477	0	0.04324736	0.036773636	0.162964945	0.007050081	0	0	0.02324983	0	0	0	0.105812972	0.021006155	0.092690558	0.027243161	0	0.031781972	0	0.002912661	0	0.04876392	0	0	0.084436302	0	0	0	0.011619769	0	0	0	0.015880694	0	0.001204174	0.003118503	0	0	0	0	0	0	0.002943538	0	0	0	0	0	0	0	0	0	0.009232004	0.002655359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001265927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3582	HSC	1	0	0.124539007	0	0	0	0.146382979	0	0.335035461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126808511	0	0	0	0.124255319	0	0	0	0.142978723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B6113	HSC	0.899	0.101	0.133834088	0	0.227467874	0.048713134	0.336713428	0	0	0	0.039706911	0.000787952	0	0	0.064207077	0.001222431	0.003866122	0.002120844	0	0.000972053	0	0.021525093	0	0.002628963	0	0.001951471	0	0.010567399	0	0.001141426	0.022290953	0.001303435	0	0	0.026598917	0	0	0	0.000972053	0	0	0	0.002246033	0.006045878	0.003416915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001796826	0	0	0.003512648	0	0.002061932	0	0	0.012010752	0	0.00173055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006252071	0	0	0	0	0	0	0	0	0	0.001642181	0	0	0	0.002687875	0	0	0	0	0.000913141	0	0	0	0	0	0.004897088	0	0	0	0	0	0.002194484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B7289	LSC	0.172	0.828	0.142423559	0.753109067	0.009886185	0.013302831	0.004221735	0.012428638	0	0	0.004157294	0	0	0	0.002522527	0.027853783	0.001491047	0.000590992	0	0.005989623	0.00214436	0.000462958	0	0.012128902	0	0	0.000442608	0.000385374	0	0.000779228	0.00060795	0	0	0	0.000254372	0	0.000683414	0.00029592	0.00033026	0	0	0	0.000636355	0.000526975	8.39429E-05	0	0	0	0	0	0	0	0.000237414	0	0	0.001330792	0	0	0.00018018	0	0	0	4.53631E-05	0	0	0	0	0	0	0	0	0	0	9.36939E-05	0	0	0	0	0	0	9.83573E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114044	0	0	0	0	0	0	0	0	0	0	0	5.17224E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1320	HSC	0.805	0.195	0.168409596	0	0.025031941	0.037334974	0.008659443	0	0.016088582	0	0	0.061136611	0.017176927	0	0.009321914	0.006151517	0	0	0	0.022571334	0.012728907	0.05607344	0	0	0.226754365	0.010788814	0	0	0.024889982	0	0	0.023375763	0.010930772	0.025031941	0.009889746	0	0	0.006955946	0.007760375	0	0.009889746	0	0.018833105	0	0	0	0	0.007003265	0.004968533	0.010883452	0	0	0	0	0	0	0	0	0	0.009416552	0	0	0	0	0	0.088960394	0.013580656	0	0	0.007334501	0	0.006908626	0.006482752	0	0.005631004	0	0.017366205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005678323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1557	HSC	1	0	0.026560755	0	0	0	0	0	0.112697034	0	0	0.232716892	0.067767159	0	0	0	0	0	0	0	0	0	0.036862356	0	0.036365893	0.055231476	0	0	0.060940797	0	0	0.05423855	0.015017997	0.037979397	0	0	0	0	0	0.032021844	0.023457863	0.12572918	0	0	0	0	0	0.023457863	0.030780688	0.014149187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014025071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1704	HSC	0.993	0.007	0.18	0	0	0.379047619	0	0.101904762	0	0	0	0	0	0	0.12952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1713	HSC	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1778	HSC	0.998	0.002	0.420588235	0	0.177941176	0.179411765	0.222058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2749	HSC	0.992	0.008	0.001780985	0.002810859	0.001060848	0	0	0	0.035240278	0	0	0.080879962	0.328243329	0	0	0	0	0.001765498	0	0	0	0.000882749	0.007178145	0	0.035604219	0.014456954	0	0	0.031879636	0	0	0.039491413	0.170726797	0.04431556	0	0	0	0	0	0.009454709	0.009454709	0.005311982	0	0	0	0.001966827	0	0.009121742	0.013574205	0.013651639	0	0	0	0	0	0	0.023741308	0	0	0.007139428	0	0	0	0	0	0	0.004344055	0.003569714	0	0.001339611	0	0.004413746	0.005242291	0	0.00349228	0	0	0.002477893	0	0.001579657	0	0	0	0	0.005931455	0	0	0.003019932	0.002044261	0.007472395	0	0	0.00927661	0	0.012164904	0	0.010747859	0	0.003089622	0.008858466	0	0.001525453	0	0	0	0.001068591	0	0	0.00126992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004258878	0	0	0	0	0	0	0	0	0	0	0.002470149	0	0.001788729	0.002346255	0	0	0	0	0.001053104	0.000913723	0	0.001773242	0	0	0	0	0	0	0.001060848	0	0.001672577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2750	HSC	1	0	0	0	0	0	0	0	0	0	0	0.046841732	0.359829666	0	0	0	0	0	0	0	0	0	0	0	0.060326473	0	0	0	0	0	0	0.062810504	0.275372605	0.051809794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143009226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2985	LSC	0.115	0.885	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2986	LSC	0.385	0.615	0.621159324	0	0.057274045	0.006220795	0.091875734	0.001180064	0.000627202	0	0.052900497	0.001309378	0.002686224	0.000129938	0.008828307	0.004990754	0.001910967	0.00250631	0	0.004204253	0.002901122	0.003565182	0.000590345	0.015360204	0.000127439	0.000302981	0.000913316	0.006688073	0.000124316	0.002057773	0.00036795	0.000327345	0.001333117	0.000284865	0.009165646	0.000214273	0.000392938	0.009303081	0.018083285	0.000134311	6.43444E-05	0	0.006243909	0.001880357	0.002581274	0	0	9.43302E-05	0	9.24561E-05	0	0	0.001171943	0.001002649	0.004184887	0.004289837	0	0	0.003992479	0	0.000105575	0	0.002734951	0.002604388	0.000296109	0.002150229	0	0	0.000217397	0	0.000814613	0.00036795	0	0.000173043	0	0.000611584	0.001371848	0	0	0	0.00091519	0	0	0	0	0	0	0	0	0	0	0	0	0.001243784	0	0	0.0008421	0.000160549	0	0	0	0	0	0	0	0	0	0.000765886	0	0.00625328	0.000549114	0	0.000627827	0	0	0	0	0.004201129	0.000774632	0	0	0	0.000359204	0	0	0	0.000341713	0	0.001878483	0	0.000634699	0.000173043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001864115	0	0	0.001704191	0.000195532	0	0.001473675	0	0	0	0	0.001123841	0.000303606	0.000458532	0.000197406	0	0.000339839	0.000999525	0	0	0	0.000844599	0	0.000818361	6.62185E-05	0	0	0.000162423	0	0	0	0	0.000612209	0	0	0	0	0	0.000427922	0	0	9.37055E-05	0.00034671	0	0	0.000118069	0	0	0	0	0	0.000281116	0	0	0	0	0	0	0	0	0	7.9962E-05	0	0	0.000110572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000113696	0	0	0.0001062	0	0	0	0	0	9.62043E-05	0	0	9.24561E-05	0	8.49596E-05	0	0	0	0	0	7.62138E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
